team,billing_county,county,,state_abbr,state_name,state_fips,geo_type,county_name,county_name_full,join,GEOID
New York Rangers,"San Juan, PR",San Juan, PR,PR,Puerto Rico,72,County,San Juan County,"San Juan County, Puerto Rico",San Juan County72,47059
New York Rangers,"Sullivan, NY",Sullivan, NY,NY,New York,36,County,Sullivan County,"Sullivan County, New York",Sullivan County36,47059
New York Rangers,"Otsego, NY",Otsego, NY,NY,New York,36,County,Otsego County,"Otsego County, New York",Otsego County36,40111
New York Rangers,"Greene, NY",Greene, NY,NY,New York,36,County,Greene County,"Greene County, New York",Greene County36,27025
New York Rangers,"Muscogee, GA",Muscogee, GA,GA,Georgia,13,County,Muscogee County,"Muscogee County, Georgia",Muscogee County13,12069
New York Rangers,"Valley, ID",Valley, ID,ID,Idaho,16,County,Valley County,"Valley County, Idaho",Valley County16,46007
New York Rangers,"St. Croix, VI",St. Croix, VI,VI,Virgin Islands,78,County,St. Croix County,"St. Croix County, Virgin Islands",St. Croix County78,47059
New York Rangers,"Mayaguez, PR",Mayaguez, PR,PR,Puerto Rico,72,County,Mayaguez County,"Mayaguez County, Puerto Rico",Mayaguez County72,12069
New York Rangers,"Delaware, NY",Delaware, NY,NY,New York,36,County,Delaware County,"Delaware County, New York",Delaware County36,19025
New York Rangers,"Saline, AR",Saline, AR,AR,Arkansas,05,County,Saline County,"Saline County, Arkansas",Saline County05,47059
New York Rangers,"Charlottesville City, VA",Charlottesville City, VA,VA,Virginia,51,County,Charlottesville City County,"Charlottesville City County, Virginia",Charlottesville City County51,19025
New York Rangers,"Lincoln, OR",Lincoln, OR,OR,Oregon,41,County,Lincoln County,"Lincoln County, Oregon",Lincoln County41,48159
New York Rangers,"Schoharie, NY",Schoharie, NY,NY,New York,36,County,Schoharie County,"Schoharie County, New York",Schoharie County36,47059
New York Rangers,"Okanogan, WA",Okanogan, WA,WA,Washington,53,County,Okanogan County,"Okanogan County, Washington",Okanogan County53,12069
New York Rangers,"Randolph, AR",Randolph, AR,AR,Arkansas,05,County,Randolph County,"Randolph County, Arkansas",Randolph County05,47059
New York Rangers,"Sharkey, MS",Sharkey, MS,MS,Mississippi,28,County,Sharkey County,"Sharkey County, Mississippi",Sharkey County28,47059
New York Rangers,"Mayes, OK",Mayes, OK,OK,Oklahoma,40,County,Mayes County,"Mayes County, Oklahoma",Mayes County40,12069
New York Rangers,"Lajas, PR",Lajas, PR,PR,Puerto Rico,72,County,Lajas County,"Lajas County, Puerto Rico",Lajas County72,48159
New York Rangers,"Elk, KS",Elk, KS,KS,Kansas,20,County,Elk County,"Elk County, Kansas",Elk County20,19025
New York Rangers,"Randolph, AL",Randolph, AL,AL,Alabama,01,County,Randolph County,"Randolph County, Alabama",Randolph County01,47059
New York Rangers,"Yamhill, OR",Yamhill, OR,OR,Oregon,41,County,Yamhill County,"Yamhill County, Oregon",Yamhill County41,39175
New York Rangers,"Larue, KY",Larue, KY,KY,Kentucky,21,County,Larue County,"Larue County, Kentucky",Larue County21,48159
New York Rangers,"Wagoner, OK",Wagoner, OK,OK,Oklahoma,40,County,Wagoner County,"Wagoner County, Oklahoma",Wagoner County40,21219
