team,billing_county,county,,state_abbr,state_name,state_fips,geo_type,county_name,county_name_full,join,GEOID
Anaheim Ducks,"Orange, CA",Orange, CA,CA,California,06,County,Orange County,"Orange County, California",Orange County06,40111
Anaheim Ducks,"Riverside, CA",Riverside, CA,CA,California,06,County,Riverside County,"Riverside County, California",Riverside County06,47059
Anaheim Ducks,"San Diego, CA",San Diego, CA,CA,California,06,County,San Diego County,"San Diego County, California",San Diego County06,47059
Anaheim Ducks,"Imperial, CA",Imperial, CA,CA,California,06,County,Imperial County,"Imperial County, California",Imperial County06,31045
Anaheim Ducks,"Lafourche, LA",Lafourche, LA,LA,Louisiana,22,Parish,Lafourche Parish,"Lafourche Parish, Louisiana",Lafourche Parish22,48159
Anaheim Ducks,"Franklin, IN",Franklin, IN,IN,Indiana,18,County,Franklin County,"Franklin County, Indiana",Franklin County18,19025
Anaheim Ducks,"Nez Perce, ID",Nez Perce, ID,ID,Idaho,16,County,Nez Perce County,"Nez Perce County, Idaho",Nez Perce County16,12069
Anaheim Ducks,"Morgan, KY",Morgan, KY,KY,Kentucky,21,County,Morgan County,"Morgan County, Kentucky",Morgan County21,12069
Anaheim Ducks,"Forrest, MS",Forrest, MS,MS,Mississippi,28,County,Forrest County,"Forrest County, Mississippi",Forrest County28,19025
Anaheim Ducks,"Otoe, NE",Otoe, NE,NE,Nebraska,31,County,Otoe County,"Otoe County, Nebraska",Otoe County31,40111
Anaheim Ducks,"Morris, KS",Morris, KS,KS,Kansas,20,County,Morris County,"Morris County, Kansas",Morris County20,12069
Arizona Coyotes,"Maricopa, AZ",Maricopa, AZ,AZ,Arizona,04,County,Maricopa County,"Maricopa County, Arizona",Maricopa County04,12069
Arizona Coyotes,"Pima, AZ",Pima, AZ,AZ,Arizona,04,County,Pima County,"Pima County, Arizona",Pima County04,40111
Arizona Coyotes,"Pinal, AZ",Pinal, AZ,AZ,Arizona,04,County,Pinal County,"Pinal County, Arizona",Pinal County04,40111
Arizona Coyotes,"Yavapai, AZ",Yavapai, AZ,AZ,Arizona,04,County,Yavapai County,"Yavapai County, Arizona",Yavapai County04,39175
Arizona Coyotes,"Coconino, AZ",Coconino, AZ,AZ,Arizona,04,County,Coconino County,"Coconino County, Arizona",Coconino County04,19025
Arizona Coyotes,"Yuma, AZ",Yuma, AZ,AZ,Arizona,04,County,Yuma County,"Yuma County, Arizona",Yuma County04,39175
Arizona Coyotes,"Cochise, AZ",Cochise, AZ,AZ,Arizona,04,County,Cochise County,"Cochise County, Arizona",Cochise County04,19025
Arizona Coyotes,"El Paso, TX",El Paso, TX,TX,Texas,48,County,El Paso County,"El Paso County, Texas",El Paso County48,19025
Arizona Coyotes,"Navajo, AZ",Navajo, AZ,AZ,Arizona,04,County,Navajo County,"Navajo County, Arizona",Navajo County04,12069
Arizona Coyotes,"Dona Ana, NM",Dona Ana, NM,NM,New Mexico,35,County,Dona Ana County,"Dona Ana County, New Mexico",Dona Ana County35,19025
Arizona Coyotes,"Graham, AZ",Graham, AZ,AZ,Arizona,04,County,Graham County,"Graham County, Arizona",Graham County04,42031
Arizona Coyotes,"Otero, NM",Otero, NM,NM,New Mexico,35,County,Otero County,"Otero County, New Mexico",Otero County35,40111
Arizona Coyotes,"Apache, AZ",Apache, AZ,AZ,Arizona,04,County,Apache County,"Apache County, Arizona",Apache County04,#N/A
Arizona Coyotes,"Gila, AZ",Gila, AZ,AZ,Arizona,04,County,Gila County,"Gila County, Arizona",Gila County04,42031
Arizona Coyotes,"Greenlee, AZ",Greenlee, AZ,AZ,Arizona,04,County,Greenlee County,"Greenlee County, Arizona",Greenlee County04,27025
Arizona Coyotes,"Santa Cruz, AZ",Santa Cruz, AZ,AZ,Arizona,04,County,Santa Cruz County,"Santa Cruz County, Arizona",Santa Cruz County04,47059
Arizona Coyotes,"Grays Harbor, WA",Grays Harbor, WA,WA,Washington,53,County,Grays Harbor County,"Grays Harbor County, Washington",Grays Harbor County53,27025
Arizona Coyotes,"Jefferson, ID",Jefferson, ID,ID,Idaho,16,County,Jefferson County,"Jefferson County, Idaho",Jefferson County16,47087
Arizona Coyotes,"Grant, NM",Grant, NM,NM,New Mexico,35,County,Grant County,"Grant County, New Mexico",Grant County35,35017
Arizona Coyotes,"Hoonah-Angoon, AK",Hoonah-Angoon, AK,AK,Alaska,02,County,Hoonah-Angoon County,"Hoonah-Angoon County, Alaska",Hoonah-Angoon County02,26021
Arizona Coyotes,"Pondera, MT",Pondera, MT,MT,Montana,30,County,Pondera County,"Pondera County, Montana",Pondera County30,40111
Arizona Coyotes,"San Juan, UT",San Juan, UT,UT,Utah,49,County,San Juan County,"San Juan County, Utah",San Juan County49,47059
Arizona Coyotes,"Sanders, MT",Sanders, MT,MT,Montana,30,County,Sanders County,"Sanders County, Montana",Sanders County30,47059
Arizona Coyotes,"Rio Arriba, NM",Rio Arriba, NM,NM,New Mexico,35,County,Rio Arriba County,"Rio Arriba County, New Mexico",Rio Arriba County35,47059
Arizona Coyotes,"Ravalli, MT",Ravalli, MT,MT,Montana,30,County,Ravalli County,"Ravalli County, Montana",Ravalli County30,47059
Arizona Coyotes,"Cibola, NM",Cibola, NM,NM,New Mexico,35,County,Cibola County,"Cibola County, New Mexico",Cibola County35,19025
Arizona Coyotes,"Campbell, SD",Campbell, SD,SD,South Dakota,46,County,Campbell County,"Campbell County, South Dakota",Campbell County46,19025
Arizona Coyotes,"La Paz, AZ",La Paz, AZ,AZ,Arizona,04,County,La Paz County,"La Paz County, Arizona",La Paz County04,48159
Arizona Coyotes,"Sherman, OR",Sherman, OR,OR,Oregon,41,County,Sherman County,"Sherman County, Oregon",Sherman County41,47059
Arizona Coyotes,"Mason, WA",Mason, WA,WA,Washington,53,County,Mason County,"Mason County, Washington",Mason County53,12069
Arizona Coyotes,"Toole, MT",Toole, MT,MT,Montana,30,County,Toole County,"Toole County, Montana",Toole County30,46007
Arizona Coyotes,"Grand, UT",Grand, UT,UT,Utah,49,County,Grand County,"Grand County, Utah",Grand County49,42031
Arizona Coyotes,"Hanson, SD",Hanson, SD,SD,South Dakota,46,County,Hanson County,"Hanson County, South Dakota",Hanson County46,26021
Arizona Coyotes,"McDuffie, GA",McDuffie, GA,GA,Georgia,13,County,McDuffie County,"McDuffie County, Georgia",McDuffie County13,12069
Arizona Coyotes,"Hitchcock, NE",Hitchcock, NE,NE,Nebraska,31,County,Hitchcock County,"Hitchcock County, Nebraska",Hitchcock County31,26021
Arizona Coyotes,"Stanley, SD",Stanley, SD,SD,South Dakota,46,County,Stanley County,"Stanley County, South Dakota",Stanley County46,47059
Arizona Coyotes,"Emery, UT",Emery, UT,UT,Utah,49,County,Emery County,"Emery County, Utah",Emery County49,19025
Arizona Coyotes,"Cloud, KS",Cloud, KS,KS,Kansas,20,County,Cloud County,"Cloud County, Kansas",Cloud County20,19025
Arizona Coyotes,"Mason, KY",Mason, KY,KY,Kentucky,21,County,Mason County,"Mason County, Kentucky",Mason County21,12069
Arizona Coyotes,"Renville, ND",Renville, ND,ND,North Dakota,38,County,Renville County,"Renville County, North Dakota",Renville County38,47059
Arizona Coyotes,"Aleutians East, AK",Aleutians East, AK,AK,Alaska,02,County,Aleutians East County,"Aleutians East County, Alaska",Aleutians East County02,#N/A
Arizona Coyotes,"Phillips, MT",Phillips, MT,MT,Montana,30,County,Phillips County,"Phillips County, Montana",Phillips County30,40111
Arizona Coyotes,"Garfield, MT",Garfield, MT,MT,Montana,30,County,Garfield County,"Garfield County, Montana",Garfield County30,42031
Arizona Coyotes,"Mitchell, KS",Mitchell, KS,KS,Kansas,20,County,Mitchell County,"Mitchell County, Kansas",Mitchell County20,12069
Arizona Coyotes,"Edwards, TX",Edwards, TX,TX,Texas,48,County,Edwards County,"Edwards County, Texas",Edwards County48,19025
Arizona Coyotes,"Pend Oreille, WA",Pend Oreille, WA,WA,Washington,53,County,Pend Oreille County,"Pend Oreille County, Washington",Pend Oreille County53,40111
Boston Bruins,"Middlesex, MA",Middlesex, MA,MA,Massachusetts,25,County,Middlesex County,"Middlesex County, Massachusetts",Middlesex County25,12069
Boston Bruins,"Norfolk, MA",Norfolk, MA,MA,Massachusetts,25,County,Norfolk County,"Norfolk County, Massachusetts",Norfolk County25,12069
Boston Bruins,"Essex, MA",Essex, MA,MA,Massachusetts,25,County,Essex County,"Essex County, Massachusetts",Essex County25,19025
Boston Bruins,"Suffolk, MA",Suffolk, MA,MA,Massachusetts,25,County,Suffolk County,"Suffolk County, Massachusetts",Suffolk County25,47059
Boston Bruins,"Plymouth, MA",Plymouth, MA,MA,Massachusetts,25,County,Plymouth County,"Plymouth County, Massachusetts",Plymouth County25,40111
Boston Bruins,"Worcester, MA",Worcester, MA,MA,Massachusetts,25,County,Worcester County,"Worcester County, Massachusetts",Worcester County25,1067
Boston Bruins,"Bristol, MA",Bristol, MA,MA,Massachusetts,25,County,Bristol County,"Bristol County, Massachusetts",Bristol County25,#N/A
Boston Bruins,"Hillsborough, NH",Hillsborough, NH,NH,New Hampshire,33,County,Hillsborough County,"Hillsborough County, New Hampshire",Hillsborough County33,26021
Boston Bruins,"Rockingham, NH",Rockingham, NH,NH,New Hampshire,33,County,Rockingham County,"Rockingham County, New Hampshire",Rockingham County33,47059
Boston Bruins,"Hampden, MA",Hampden, MA,MA,Massachusetts,25,County,Hampden County,"Hampden County, Massachusetts",Hampden County25,27025
Boston Bruins,"Hartford, CT",Hartford, CT,CT,Connecticut,09,County,Hartford County,"Hartford County, Connecticut",Hartford County09,26021
Boston Bruins,"Providence, RI",Providence, RI,RI,Rhode Island,44,County,Providence County,"Providence County, Rhode Island",Providence County44,47059
Boston Bruins,"Barnstable, MA",Barnstable, MA,MA,Massachusetts,25,County,Barnstable County,"Barnstable County, Massachusetts",Barnstable County25,#N/A
Boston Bruins,"Cumberland, ME",Cumberland, ME,ME,Maine,23,County,Cumberland County,"Cumberland County, Maine",Cumberland County23,19025
Boston Bruins,"York, ME",York, ME,ME,Maine,23,County,York County,"York County, Maine",York County23,39175
Boston Bruins,"Merrimack, NH",Merrimack, NH,NH,New Hampshire,33,County,Merrimack County,"Merrimack County, New Hampshire",Merrimack County33,12069
Boston Bruins,"Strafford, NH",Strafford, NH,NH,New Hampshire,33,County,Strafford County,"Strafford County, New Hampshire",Strafford County33,47059
Boston Bruins,"Kent, RI",Kent, RI,RI,Rhode Island,44,County,Kent County,"Kent County, Rhode Island",Kent County44,48159
Boston Bruins,"Chittenden, VT",Chittenden, VT,VT,Vermont,50,County,Chittenden County,"Chittenden County, Vermont",Chittenden County50,19025
Boston Bruins,"Hampshire, MA",Hampshire, MA,MA,Massachusetts,25,County,Hampshire County,"Hampshire County, Massachusetts",Hampshire County25,27025
Boston Bruins,"Kennebec, ME",Kennebec, ME,ME,Maine,23,County,Kennebec County,"Kennebec County, Maine",Kennebec County23,48159
Boston Bruins,"New London, CT",New London, CT,CT,Connecticut,09,County,New London County,"New London County, Connecticut",New London County09,12069
Boston Bruins,"Berkshire, MA",Berkshire, MA,MA,Massachusetts,25,County,Berkshire County,"Berkshire County, Massachusetts",Berkshire County25,#N/A
Boston Bruins,"Androscoggin, ME",Androscoggin, ME,ME,Maine,23,County,Androscoggin County,"Androscoggin County, Maine",Androscoggin County23,#N/A
Boston Bruins,"Middlesex, CT",Middlesex, CT,CT,Connecticut,09,County,Middlesex County,"Middlesex County, Connecticut",Middlesex County09,12069
Boston Bruins,"Tolland, CT",Tolland, CT,CT,Connecticut,09,County,Tolland County,"Tolland County, Connecticut",Tolland County09,46007
Boston Bruins,"Washington, RI",Washington, RI,RI,Rhode Island,44,County,Washington County,"Washington County, Rhode Island",Washington County44,21219
Boston Bruins,"Penobscot, ME",Penobscot, ME,ME,Maine,23,County,Penobscot County,"Penobscot County, Maine",Penobscot County23,40111
Boston Bruins,"Grafton, NH",Grafton, NH,NH,New Hampshire,33,County,Grafton County,"Grafton County, New Hampshire",Grafton County33,42031
Boston Bruins,"Newport, RI",Newport, RI,RI,Rhode Island,44,County,Newport County,"Newport County, Rhode Island",Newport County44,12069
Boston Bruins,"Cheshire, NH",Cheshire, NH,NH,New Hampshire,33,County,Cheshire County,"Cheshire County, New Hampshire",Cheshire County33,19025
Boston Bruins,"Belknap, NH",Belknap, NH,NH,New Hampshire,33,County,Belknap County,"Belknap County, New Hampshire",Belknap County33,#N/A
Boston Bruins,"Albany, NY",Albany, NY,NY,New York,36,County,Albany County,"Albany County, New York",Albany County36,#N/A
Boston Bruins,"Washington, VT",Washington, VT,VT,Vermont,50,County,Washington County,"Washington County, Vermont",Washington County50,21219
Boston Bruins,"Oxford, ME",Oxford, ME,ME,Maine,23,County,Oxford County,"Oxford County, Maine",Oxford County23,40111
Boston Bruins,"Windham, CT",Windham, CT,CT,Connecticut,09,County,Windham County,"Windham County, Connecticut",Windham County09,48249
Boston Bruins,"Coos, NH",Coos, NH,NH,New Hampshire,33,County,Coos County,"Coos County, New Hampshire",Coos County33,19025
Boston Bruins,"Bristol, RI",Bristol, RI,RI,Rhode Island,44,County,Bristol County,"Bristol County, Rhode Island",Bristol County44,#N/A
Boston Bruins,"Rutland, VT",Rutland, VT,VT,Vermont,50,County,Rutland County,"Rutland County, Vermont",Rutland County50,47059
Boston Bruins,"Carroll, NH",Carroll, NH,NH,New Hampshire,33,County,Carroll County,"Carroll County, New Hampshire",Carroll County33,19025
Boston Bruins,"Windsor, VT",Windsor, VT,VT,Vermont,50,County,Windsor County,"Windsor County, Vermont",Windsor County50,48249
Boston Bruins,"Aroostook, ME",Aroostook, ME,ME,Maine,23,County,Aroostook County,"Aroostook County, Maine",Aroostook County23,#N/A
Boston Bruins,"Franklin, MA",Franklin, MA,MA,Massachusetts,25,County,Franklin County,"Franklin County, Massachusetts",Franklin County25,19025
Boston Bruins,"Sagadahoc, ME",Sagadahoc, ME,ME,Maine,23,County,Sagadahoc County,"Sagadahoc County, Maine",Sagadahoc County23,47059
Boston Bruins,"Dukes, MA",Dukes, MA,MA,Massachusetts,25,County,Dukes County,"Dukes County, Massachusetts",Dukes County25,19025
Boston Bruins,"Sullivan, NH",Sullivan, NH,NH,New Hampshire,33,County,Sullivan County,"Sullivan County, New Hampshire",Sullivan County33,47059
Boston Bruins,"Nantucket, MA",Nantucket, MA,MA,Massachusetts,25,County,Nantucket County,"Nantucket County, Massachusetts",Nantucket County25,12069
Boston Bruins,"Caledonia, VT",Caledonia, VT,VT,Vermont,50,County,Caledonia County,"Caledonia County, Vermont",Caledonia County50,23001
Boston Bruins,"Orleans, VT",Orleans, VT,VT,Vermont,50,County,Orleans County,"Orleans County, Vermont",Orleans County50,40111
Boston Bruins,"Lamoille, VT",Lamoille, VT,VT,Vermont,50,County,Lamoille County,"Lamoille County, Vermont",Lamoille County50,48159
Boston Bruins,"Waldo, ME",Waldo, ME,ME,Maine,23,County,Waldo County,"Waldo County, Maine",Waldo County23,21219
Boston Bruins,"Washington, ME",Washington, ME,ME,Maine,23,County,Washington County,"Washington County, Maine",Washington County23,21219
Boston Bruins,"Bennington, VT",Bennington, VT,VT,Vermont,50,County,Bennington County,"Bennington County, Vermont",Bennington County50,#N/A
Boston Bruins,"Windham, VT",Windham, VT,VT,Vermont,50,County,Windham County,"Windham County, Vermont",Windham County50,48249
Boston Bruins,"Orange, VT",Orange, VT,VT,Vermont,50,County,Orange County,"Orange County, Vermont",Orange County50,40111
Boston Bruins,"Lincoln, ME",Lincoln, ME,ME,Maine,23,County,Lincoln County,"Lincoln County, Maine",Lincoln County23,48159
Boston Bruins,"Knox, ME",Knox, ME,ME,Maine,23,County,Knox County,"Knox County, Maine",Knox County23,48159
Boston Bruins,"Hancock, ME",Hancock, ME,ME,Maine,23,County,Hancock County,"Hancock County, Maine",Hancock County23,27025
Boston Bruins,"Franklin, ME",Franklin, ME,ME,Maine,23,County,Franklin County,"Franklin County, Maine",Franklin County23,19025
Boston Bruins,"Addison, VT",Addison, VT,VT,Vermont,50,County,Addison County,"Addison County, Vermont",Addison County50,#N/A
Boston Bruins,"Somerset, ME",Somerset, ME,ME,Maine,23,County,Somerset County,"Somerset County, Maine",Somerset County23,47059
Boston Bruins,"Washington, NY",Washington, NY,NY,New York,36,County,Washington County,"Washington County, New York",Washington County36,21219
Boston Bruins,"Orleans, LA",Orleans, LA,LA,Louisiana,22,Parish,Orleans Parish,"Orleans Parish, Louisiana",Orleans Parish22,40111
Boston Bruins,"Piscataquis, ME",Piscataquis, ME,ME,Maine,23,County,Piscataquis County,"Piscataquis County, Maine",Piscataquis County23,40111
Boston Bruins,"Fulton, NY",Fulton, NY,NY,New York,36,County,Fulton County,"Fulton County, New York",Fulton County36,19025
Boston Bruins,"Essex, VT",Essex, VT,VT,Vermont,50,County,Essex County,"Essex County, Vermont",Essex County50,19025
Boston Bruins,"Union, MS",Union, MS,MS,Mississippi,28,County,Union County,"Union County, Mississippi",Union County28,46007
Boston Bruins,"Oconee, GA",Oconee, GA,GA,Georgia,13,County,Oconee County,"Oconee County, Georgia",Oconee County13,12069
Boston Bruins,"Rogers, OK",Rogers, OK,OK,Oklahoma,40,County,Rogers County,"Rogers County, Oklahoma",Rogers County40,47059
Boston Bruins,"Crawford, AR",Crawford, AR,AR,Arkansas,05,County,Crawford County,"Crawford County, Arkansas",Crawford County05,19025
Boston Bruins,"Burnet, TX",Burnet, TX,TX,Texas,48,County,Burnet County,"Burnet County, Texas",Burnet County48,#N/A
Boston Bruins,"Clay, NE",Clay, NE,NE,Nebraska,31,County,Clay County,"Clay County, Nebraska",Clay County31,19025
Boston Bruins,"Ozark, MO",Ozark, MO,MO,Missouri,29,County,Ozark County,"Ozark County, Missouri",Ozark County29,40111
Boston Bruins,"Ripley, IN",Ripley, IN,IN,Indiana,18,County,Ripley County,"Ripley County, Indiana",Ripley County18,47059
Boston Bruins,"Middlesex, VA",Middlesex, VA,VA,Virginia,51,County,Middlesex County,"Middlesex County, Virginia",Middlesex County51,12069
Boston Bruins,"Cherry, NE",Cherry, NE,NE,Nebraska,31,County,Cherry County,"Cherry County, Nebraska",Cherry County31,19025
Boston Bruins,"Rio Grande, PR",Rio Grande, PR,PR,Puerto Rico,72,County,Rio Grande County,"Rio Grande County, Puerto Rico",Rio Grande County72,47059
Boston Bruins,"Hatillo, PR",Hatillo, PR,PR,Puerto Rico,72,County,Hatillo County,"Hatillo County, Puerto Rico",Hatillo County72,26021
Boston Bruins,"Smyth, VA",Smyth, VA,VA,Virginia,51,County,Smyth County,"Smyth County, Virginia",Smyth County51,47059
Boston Bruins,"Wabaunsee, KS",Wabaunsee, KS,KS,Kansas,20,County,Wabaunsee County,"Wabaunsee County, Kansas",Wabaunsee County20,21219
Boston Bruins,"Jay, IN",Jay, IN,IN,Indiana,18,County,Jay County,"Jay County, Indiana",Jay County18,47087
Boston Bruins,"Cherokee, KS",Cherokee, KS,KS,Kansas,20,County,Cherokee County,"Cherokee County, Kansas",Cherokee County20,19025
Boston Bruins,"Jennings, IN",Jennings, IN,IN,Indiana,18,County,Jennings County,"Jennings County, Indiana",Jennings County18,47087
Boston Bruins,"McPherson, KS",McPherson, KS,KS,Kansas,20,County,McPherson County,"McPherson County, Kansas",McPherson County20,12069
Boston Bruins,"Emporia City, VA",Emporia City, VA,VA,Virginia,51,County,Emporia City County,"Emporia City County, Virginia",Emporia City County51,19025
Boston Bruins,"Gilmer, GA",Gilmer, GA,GA,Georgia,13,County,Gilmer County,"Gilmer County, Georgia",Gilmer County13,42031
Boston Bruins,"Long, GA",Long, GA,GA,Georgia,13,County,Long County,"Long County, Georgia",Long County13,48159
Boston Bruins,"Holmes, MS",Holmes, MS,MS,Mississippi,28,County,Holmes County,"Holmes County, Mississippi",Holmes County28,26021
Boston Bruins,"Nemaha, NE",Nemaha, NE,NE,Nebraska,31,County,Nemaha County,"Nemaha County, Nebraska",Nemaha County31,12069
Boston Bruins,"Harper, KS",Harper, KS,KS,Kansas,20,County,Harper County,"Harper County, Kansas",Harper County20,26021
Boston Bruins,"Orocovis, PR",Orocovis, PR,PR,Puerto Rico,72,County,Orocovis County,"Orocovis County, Puerto Rico",Orocovis County72,40111
Boston Bruins,"Carolina, PR",Carolina, PR,PR,Puerto Rico,72,County,Carolina County,"Carolina County, Puerto Rico",Carolina County72,19025
Boston Bruins,"Caddo, OK",Caddo, OK,OK,Oklahoma,40,County,Caddo County,"Caddo County, Oklahoma",Caddo County40,23001
Boston Bruins,"Mineral, MT",Mineral, MT,MT,Montana,30,County,Mineral County,"Mineral County, Montana",Mineral County30,12069
Boston Bruins,"Socorro, NM",Socorro, NM,NM,New Mexico,35,County,Socorro County,"Socorro County, New Mexico",Socorro County35,47059
Boston Bruins,"Casey, KY",Casey, KY,KY,Kentucky,21,County,Casey County,"Casey County, Kentucky",Casey County21,19025
Boston Bruins,"San Augustine, TX",San Augustine, TX,TX,Texas,48,County,San Augustine County,"San Augustine County, Texas",San Augustine County48,47059
Boston Bruins,"Caldwell, MO",Caldwell, MO,MO,Missouri,29,County,Caldwell County,"Caldwell County, Missouri",Caldwell County29,23001
Buffalo Sabres,"Erie, NY",Erie, NY,NY,New York,36,County,Erie County,"Erie County, New York",Erie County36,19025
Buffalo Sabres,"Monroe, NY",Monroe, NY,NY,New York,36,County,Monroe County,"Monroe County, New York",Monroe County36,12069
Buffalo Sabres,"Niagara, NY",Niagara, NY,NY,New York,36,County,Niagara County,"Niagara County, New York",Niagara County36,12069
Buffalo Sabres,"Chautauqua, NY",Chautauqua, NY,NY,New York,36,County,Chautauqua County,"Chautauqua County, New York",Chautauqua County36,19025
Buffalo Sabres,"Onondaga, NY",Onondaga, NY,NY,New York,36,County,Onondaga County,"Onondaga County, New York",Onondaga County36,40111
Buffalo Sabres,"Cattaraugus, NY",Cattaraugus, NY,NY,New York,36,County,Cattaraugus County,"Cattaraugus County, New York",Cattaraugus County36,19025
Buffalo Sabres,"Genesee, NY",Genesee, NY,NY,New York,36,County,Genesee County,"Genesee County, New York",Genesee County36,42031
Buffalo Sabres,"Ontario, NY",Ontario, NY,NY,New York,36,County,Ontario County,"Ontario County, New York",Ontario County36,40111
Buffalo Sabres,"Oneida, NY",Oneida, NY,NY,New York,36,County,Oneida County,"Oneida County, New York",Oneida County36,40111
Buffalo Sabres,"Livingston, NY",Livingston, NY,NY,New York,36,County,Livingston County,"Livingston County, New York",Livingston County36,48159
Buffalo Sabres,"Wyoming, NY",Wyoming, NY,NY,New York,36,County,Wyoming County,"Wyoming County, New York",Wyoming County36,39175
Buffalo Sabres,"Allegany, NY",Allegany, NY,NY,New York,36,County,Allegany County,"Allegany County, New York",Allegany County36,#N/A
Buffalo Sabres,"Steuben, NY",Steuben, NY,NY,New York,36,County,Steuben County,"Steuben County, New York",Steuben County36,47059
Buffalo Sabres,"Cayuga, NY",Cayuga, NY,NY,New York,36,County,Cayuga County,"Cayuga County, New York",Cayuga County36,19025
Buffalo Sabres,"Oswego, NY",Oswego, NY,NY,New York,36,County,Oswego County,"Oswego County, New York",Oswego County36,40111
Buffalo Sabres,"Wayne, NY",Wayne, NY,NY,New York,36,County,Wayne County,"Wayne County, New York",Wayne County36,21219
Buffalo Sabres,"Chemung, NY",Chemung, NY,NY,New York,36,County,Chemung County,"Chemung County, New York",Chemung County36,19025
Buffalo Sabres,"Orleans, NY",Orleans, NY,NY,New York,36,County,Orleans County,"Orleans County, New York",Orleans County36,40111
Buffalo Sabres,"McKean, PA",McKean, PA,PA,Pennsylvania,42,County,McKean County,"McKean County, Pennsylvania",McKean County42,12069
Buffalo Sabres,"Madison, NY",Madison, NY,NY,New York,36,County,Madison County,"Madison County, New York",Madison County36,48159
Buffalo Sabres,"Tompkins, NY",Tompkins, NY,NY,New York,36,County,Tompkins County,"Tompkins County, New York",Tompkins County36,46007
Buffalo Sabres,"Seneca, NY",Seneca, NY,NY,New York,36,County,Seneca County,"Seneca County, New York",Seneca County36,47059
Buffalo Sabres,"Cortland, NY",Cortland, NY,NY,New York,36,County,Cortland County,"Cortland County, New York",Cortland County36,19025
Buffalo Sabres,"Yates, NY",Yates, NY,NY,New York,36,County,Yates County,"Yates County, New York",Yates County36,39175
Buffalo Sabres,"Chenango, NY",Chenango, NY,NY,New York,36,County,Chenango County,"Chenango County, New York",Chenango County36,19025
Buffalo Sabres,"Potter, PA",Potter, PA,PA,Pennsylvania,42,County,Potter County,"Potter County, Pennsylvania",Potter County42,40111
Buffalo Sabres,"Tioga, NY",Tioga, NY,NY,New York,36,County,Tioga County,"Tioga County, New York",Tioga County36,46007
Buffalo Sabres,"Schuyler, NY",Schuyler, NY,NY,New York,36,County,Schuyler County,"Schuyler County, New York",Schuyler County36,47059
Buffalo Sabres,"Lewis, NY",Lewis, NY,NY,New York,36,County,Lewis County,"Lewis County, New York",Lewis County36,48159
Buffalo Sabres,"Polk, NC",Polk, NC,NC,North Carolina,37,County,Polk County,"Polk County, North Carolina",Polk County37,40111
Buffalo Sabres,"Greeley, NE",Greeley, NE,NE,Nebraska,31,County,Greeley County,"Greeley County, Nebraska",Greeley County31,27025
Calgary Flames,"Cleveland, NC",Cleveland, NC,NC,North Carolina,37,County,Cleveland County,"Cleveland County, North Carolina",Cleveland County37,19025
Calgary Flames,"Glacier, MT",Glacier, MT,MT,Montana,30,County,Glacier County,"Glacier County, Montana",Glacier County30,42031
Calgary Flames,"Teton, MT",Teton, MT,MT,Montana,30,County,Teton County,"Teton County, Montana",Teton County30,46007
Calgary Flames,"Liberty, MT",Liberty, MT,MT,Montana,30,County,Liberty County,"Liberty County, Montana",Liberty County30,48159
Calgary Flames,"Franklin, LA",Franklin, LA,LA,Louisiana,22,Parish,Franklin Parish,"Franklin Parish, Louisiana",Franklin Parish22,19025
Calgary Flames,"Pawnee, KS",Pawnee, KS,KS,Kansas,20,County,Pawnee County,"Pawnee County, Kansas",Pawnee County20,40111
Carolina Hurricanes,"Wake, NC",Wake, NC,NC,North Carolina,37,County,Wake County,"Wake County, North Carolina",Wake County37,21219
Carolina Hurricanes,"Guilford, NC",Guilford, NC,NC,North Carolina,37,County,Guilford County,"Guilford County, North Carolina",Guilford County37,27025
Carolina Hurricanes,"Mecklenburg, NC",Mecklenburg, NC,NC,North Carolina,37,County,Mecklenburg County,"Mecklenburg County, North Carolina",Mecklenburg County37,12069
Carolina Hurricanes,"Johnston, NC",Johnston, NC,NC,North Carolina,37,County,Johnston County,"Johnston County, North Carolina",Johnston County37,48159
Carolina Hurricanes,"Durham, NC",Durham, NC,NC,North Carolina,37,County,Durham County,"Durham County, North Carolina",Durham County37,19025
Carolina Hurricanes,"New Hanover, NC",New Hanover, NC,NC,North Carolina,37,County,New Hanover County,"New Hanover County, North Carolina",New Hanover County37,12069
Carolina Hurricanes,"Onslow, NC",Onslow, NC,NC,North Carolina,37,County,Onslow County,"Onslow County, North Carolina",Onslow County37,40111
Carolina Hurricanes,"Orange, NC",Orange, NC,NC,North Carolina,37,County,Orange County,"Orange County, North Carolina",Orange County37,40111
Carolina Hurricanes,"Forsyth, NC",Forsyth, NC,NC,North Carolina,37,County,Forsyth County,"Forsyth County, North Carolina",Forsyth County37,19025
Carolina Hurricanes,"Pitt, NC",Pitt, NC,NC,North Carolina,37,County,Pitt County,"Pitt County, North Carolina",Pitt County37,40111
Carolina Hurricanes,"Cumberland, NC",Cumberland, NC,NC,North Carolina,37,County,Cumberland County,"Cumberland County, North Carolina",Cumberland County37,19025
Carolina Hurricanes,"Moore, NC",Moore, NC,NC,North Carolina,37,County,Moore County,"Moore County, North Carolina",Moore County37,12069
Carolina Hurricanes,"Harnett, NC",Harnett, NC,NC,North Carolina,37,County,Harnett County,"Harnett County, North Carolina",Harnett County37,26021
Carolina Hurricanes,"Horry, SC",Horry, SC,SC,South Carolina,45,County,Horry County,"Horry County, South Carolina",Horry County45,26021
